code,name,city,lat,lng,operating_hours
MOI-ASIR-352,قائد حرس الحدود بمنطقة عسير,Asir,,,3120
MOI-ASIR-353,مركز حرس الحدود رقابه زبنه,Asir,,,3120
MOI-ASIR-354,قائد حرس الحدود بمنطقة عسير,Asir,,,3120
MOI-ASIR-355,مركز حرس الحدود قشبه,Asir,,,3120
MOI-ASIR-356,قائد حرس الحدود بمنطقة عسير,Asir,,,3120
MOI-ASIR-357,مركز عاكفه الجديد,Asir,,,3120
MOI-ASIR-358,قائد حرس الحدود بمنطقة عسير,Asir,,,3120
MOI-ASIR-359,قائد حرس الحدود بمنطقة عسير,Asir,,,3120
MOI-ASIR-360,مركز حرس الحدود بالحضار,Asir,,,3120
MOI-ASIR-361,قائد حرس الحدود بمنطقة عسير,Asir,,,3120
MOI-ASIR-362,قائد حرس الحدود بمنطقة عسير,Asir,,,3120
MOI-ASIR-363,قائد حرس الحدود بمنطقة عسير,Asir,,,3120
MOI-ASIR-364,مركز عاكفه القديم محطة البنزين,Asir,,,3120
MOI-ASIR-365,قائد حرس الحدود بمنطقة عسير,Asir,,,3120
MOI-ASIR-366,قائد حرس الحدود بمنطقة عسير,Asir,,,3120
MOI-ASIR-367,قائد حرس الحدود بمنطقة عسير,Asir,,,3120
MOI-ASIR-368,قائد حرس الحدود بمنطقة عسير,Asir,,,3120
MOI-ASIR-369,قائد حرس الحدود بمنطقة عسير,Asir,,,3120
MOI-ASIR-370,سعادة مدير ادارة الدفاع المدني,Asir,,,3120
MOI-ASIR-371,رئيس مركز لادمه,Asir,,,3120
MOI-ASIR-372,مركز حرس الحدود الرهوه,Asir,,,3120
MOI-ASIR-373,مركز الفرشة,Asir,,,3120
MOI-ASIR-374,مركز الفرشة,Asir,,,3120
MOI-ASIR-375,مركز الفرشة,Asir,,,3120
MOI-ASIR-376,الدفاع المدني بالفرشة,Asir,,,3120
MOI-ASIR-377,مركز العرقين,Asir,,,3120
MOI-ASIR-378,دوريات امن الطرق بظهران الجنوب,Asir,,,3120
MOI-ASIR-379,قائد حرس الحدود بمنطقة عسير,Asir,,,3120
MOI-ASIR-380,مركز ايواء الدفاع المدني,Asir,,,3120
MOI-ASIR-381,مركز ايواء الدفاع المدني,Asir,,,3120
MOI-ASIR-382,قائد القوة الخاصة لامن الطرق,Asir,,,3120
MOI-ASIR-383,مركز سريان,Asir,,,3120
MOI-ASIR-384,قائد حرس الحدود بمنطقة عسير,Asir,,,3120
MOI-ASIR-385,مركز العرقين,Asir,,,3120
MOI-ASIR-386,قائد حرس الحدود بمنطقة عسير,Asir,,,3120
MOI-ASIR-387,مركز شرطه الفيض,Asir,,,3120
MOI-ASIR-388,مركز العرقين,Asir,,,3120
MOI-ASIR-389,الأحوال المدنية - سراة عبيدة,Asir,,,3120
MOI-ASIR-390,الأحوال المدنية - سراة عبيدة,Asir,,,3120
MOI-ASIR-391,الأحوال المدنية - سراة عبيدة,Asir,,,3120
MOI-ASIR-392,الأحوال المدنية - سراة عبيدة,Asir,,,3120
MOI-ASIR-393,الأحوال المدنية - سراة عبيدة,Asir,,,3120
MOI-ASIR-394,الأحوال المدنية - سراة عبيدة,Asir,,,3120
MOI-ASIR-395,شرطه الفرشة,Asir,,,3120
MOI-ASIR-396,شرطه الفرشة,Asir,,,3120
MOI-ASIR-397,شرطه الفرشة,Asir,,,3120
MOI-ASIR-398,أمارة صدر وائلة,Asir,,,3120
MOI-ASIR-399,قائد القوة الخاصة لامن الطرق,Asir,,,3120
MOI-ASIR-400,مدير فرع الادارة العامة,Asir,,,3120
MOI-ASIR-401,مركز امارة ريم,Asir,,,3120
MOI-ASIR-402,مركز الجوه,Asir,,,3120
MOI-ASIR-403,مركز سبت بني بشر,Asir,,,3120
MOI-ASIR-404,مركز الحرجه,Asir,,,3120
MOI-ASIR-405,النيابة العامة,Asir,,,3120
MOI-ASIR-406,النيابة العامة,Asir,,,3120
MOI-ASIR-407,النيابة العامة,Asir,,,3120
MOI-ASIR-408,النيابة العامة,Asir,,,3120
MOI-ASIR-409,النيابة العامة,Asir,,,3120
MOI-ASIR-410,النيابة العامة,Asir,,,3120
MOI-ASIR-411,النيابة العامة,Asir,,,3120
MOI-ASIR-412,النيابة العامة,Asir,,,3120
MOI-ASIR-413,النيابة العامة,Asir,,,3120
MOI-ASIR-414,النيابة العامة,Asir,,,3120
MOI-ASIR-415,النيابة العامة,Asir,,,3120
MOI-ASIR-416,النيابة العامة,Asir,,,3120
MOI-ASIR-417,مكافحه المخدرات سراة عبيده,Asir,,,3120
MOI-ASIR-418,مكافحه المخدرات سراة عبيده,Asir,,,3120
MOI-ASIR-419,مكافحه المخدرات سراة عبيده,Asir,,,3120
MOI-ASIR-420,مكافحه المخدرات سراة عبيده,Asir,,,3120
MOI-ASIR-421,النيابة العامة بالحرجة,Asir,,,3120
MOI-ASIR-422,النيابة العامة بالحرجة,Asir,,,3120
MOI-ASIR-423,النيابة العامة بالحرجة,Asir,,,3120
MOI-ASIR-424,النيابة العامة بالحرجة,Asir,,,3120
MOI-ASIR-425,النيابة العامة بالحرجة,Asir,,,3120
MOI-ASIR-426,النيابة العامة بالحرجة,Asir,,,3120
MOI-ASIR-427,النيابة العامة بالحرجة,Asir,,,3120
MOI-ASIR-428,النيابة العامة بالحرجة,Asir,,,3120
MOI-ASIR-429,نقطه تفتيش مركز الجوه,Asir,,,3120
MOI-ASIR-430,مركز عقبة الجوة,Asir,,,3120
MOI-ASIR-431,شرطة سراة عبيدة,Asir,,,3120
MOI-ASIR-432,شرطة سراة عبيدة,Asir,,,3120
MOI-ASIR-433,شرطة سراة عبيدة,Asir,,,3120
MOI-ASIR-434,مركز العسران,Asir,,,3120
MOI-ASIR-435,جوازات سراة عبيدة,Asir,,,3120
MOI-ASIR-436,شرطة الحرجة,Asir,,,3120
MOI-ASIR-437,الدفاع المدني بسراة عبيدة,Asir,,,3120
MOI-ASIR-438,مركز خشم عنقار,Asir,,,3120
MOI-ASIR-439,شرطة الحرجه,Asir,,,3120
MOI-ASIR-440,مركز شرطة الهضبة بالوهابة,Asir,,,3120
MOI-ASIR-441,مركز الاتصالات بالامن العام,Asir,,,3120
MOI-ASIR-442,سعاده مدير الفرع المالي,Asir,,,3120
MOI-ASIR-443,سعادة مدير مكتب اتصال وزارة الداخلية,Asir,,,3120
MOI-ASIR-444,سعادة مدير مكتب اتصال وزارة الداخلية,Asir,,,3120
MOI-ASIR-445,مركز سلاح الحدود جوه الحيان,Asir,,,3120
MOI-ASIR-446,سعادة مدير الفرع المالي بشرطه عسير,Asir,,,3120
MOI-ASIR-447,برج حرس الحدود بالجوة,Asir,,,3120
MOI-ASIR-448,وزارة الداخلية,Asir,,,3120
MOI-ASIR-449,وزارة الداخلية,Asir,,,3120
MOI-ASIR-450,سعاده مدير الفرع المالي,Asir,,,3120
MOI-ASIR-451,شرطة الحرجة,Asir,,,3120
MOI-ASIR-452,مركز تمنية,Asir,,,3120
MOI-ASIR-453,الأحوال المدنية - سراة عبيدة,Asir,,,3120
MOI-ASIR-454,الأحوال المدنية - سراة عبيدة,Asir,,,3120
MOI-ASIR-455,مركز الفيض,Asir,,,3120
MOI-ASIR-456,مركز الفيض,Asir,,,3120
MOI-ASIR-457,شرطه الجوه,Asir,,,3120
MOI-ASIR-458,مركز الشعف,Asir,,,3120
MOI-ASIR-459,شرطة الشعف,Asir,,,3120
MOI-ASIR-460,مركز شعف لجوان,Asir,,,3120
MOI-ASIR-461,شرطة الشعف,Asir,,,3120
MOI-ASIR-462,شرطة الشعف,Asir,,,3120
MOI-ASIR-463,شرطة الشعف,Asir,,,3120
MOI-ASIR-464,شرطة الشعف,Asir,,,3120
MOI-ASIR-465,شرطة الشعف,Asir,,,3120
MOI-ASIR-466,شرطة الشعف,Asir,,,3120
MOI-ASIR-467,شرطة الشعف,Asir,,,3120
MOI-ASIR-468,مركز شرطه الجائف,Asir,,,3120
MOI-ASIR-469,مركز الاماره بعين اللوي,Asir,,,3120
MOI-ASIR-470,مدير فرع الادارة العامة,Asir,,,3120
MOI-ASIR-471,مركز شرطه تفتيش عين,Asir,,,3120
MOI-ASIR-472,سعاده مدير الفرع المالي,Asir,,,3120
MOI-ASIR-473,سعاده مدير الفرع المالي,Asir,,,3120
MOI-ASIR-474,برج الاتصالات اللاسلكيه بعين اللوي,Asir,,,3120
MOI-ASIR-475,الدفاع المدني بشعف لجوان,Asir,,,3120
MOI-ASIR-476,الدفاع المدني بشعف لجوان,Asir,,,3120
MOI-ASIR-477,سعادة مدير ادارة الدفاع المدني,Asir,,,3120
MOI-ASIR-478,مركز الفيض,Asir,,,3120
MOI-ASIR-479,قائد حرس الحدود بمنطقة عسير,Asir,,,3120
MOI-ASIR-480,قائد حرس الحدود بمنطقة عسير,Asir,,,3120
MOI-ASIR-481,قائد حرس الحدود بمنطقة عسير,Asir,,,3120
MOI-ASIR-482,سعادة مدير ادارة الدفاع المدني,Asir,,,3120
MOI-ASIR-483,سعادة مدير ادارة الدفاع المدني,Asir,,,3120
MOI-ASIR-484,قائد حرس الحدود بمنطقة عسير,Asir,,,3120
MOI-ASIR-485,مركز عاكفه القديم,Asir,,,3120
MOI-ASIR-486,مركز حرس الحدود والضيافه,Asir,,,3120
MOI-ASIR-487,برج حرس الحدود,Asir,,,3120
MOI-ASIR-488,مركز عاكفه القديم,Asir,,,3120
MOI-ASIR-489,مركز حرس الحدود بالحصن,Asir,,,3120
MOI-ASIR-490,قائد حرس الحدود بمنطقة عسير,Asir,,,3120
MOI-ASIR-491,قائد حرس الحدود بمنطقة عسير,Asir,,,3120
MOI-ASIR-492,مركز حرس الحدود بالحجفاء,Asir,,,3120
MOI-ASIR-493,قائد حرس الحدود بمنطقة عسير,Asir,,,3120
MOI-ASIR-494,قائد حرس الحدود بمنطقة عسير,Asir,,,3120
MOI-ASIR-495,مركز حرس الحدود بالمجازه,Asir,,,3120
MOI-ASIR-496,قائد حرس الحدود بمنطقة عسير,Asir,,,3120
MOI-ASIR-497,قائد حرس الحدود بمنطقة عسير,Asir,,,3120
MOI-ASIR-498,رئيس مركز شرطة عاكفه,Asir,,,3120
MOI-ASIR-499,مخفر شرطة عاكفه,Asir,,,3120
MOI-ASIR-500,مركز امارة الحاجر,Asir,,,3120
MOI-ASIR-501,مركز شرطه امن الثويله,Asir,,,3120
MOI-ASIR-502,مركز الثويلة امارة عسير,Asir,,,3120
MOI-ASIR-503,حرس الحدود,Asir,,,3120
MOI-ASIR-504,مركز امارة عاكفة,Asir,,,3120
MOI-ASIR-505,برج الامن العام الشرطه,Asir,,,3120
MOI-ASIR-506,رئيس مركز الحدود بعاكفة,Asir,,,3120
MOI-ASIR-507,رئيس مركز الحدود بعاكفة,Asir,,,3120
MOI-ASIR-508,حرس الحدود,Asir,,,3120
MOI-ASIR-509,قائد حرس الحدود بمنطقة عسير,Asir,,,3120
MOI-ASIR-510,قائد حرس الحدود بمنطقة عسير,Asir,,,3120
MOI-ASIR-511,قائد حرس الحدود بمنطقة عسير,Asir,,,3120
MOI-ASIR-512,مركز حرس الحدود الربوعه,Asir,,,3120
MOI-ASIR-513,قائد حرس الحدود بمنطقة عسير,Asir,,,3120
MOI-ASIR-514,مركز المجاهدين بالربوعه,Asir,,,3120
MOI-ASIR-515,قائد حرس الحدود بمنطقة عسير,Asir,,,3120
MOI-ASIR-516,قائد حرس الحدود بمنطقة عسير,Asir,,,3120
MOI-ASIR-517,مدير فرع الادارة العامة للمجاهدين,Asir,,,3120
MOI-ASIR-518,قائد حرس الحدود بمنطقة عسير,Asir,,,3120
MOI-ASIR-519,شرطة وادي الحياء,Asir,,,3120
MOI-ASIR-520,شرطة وادي الحياء,Asir,,,3120
MOI-ASIR-521,مركز وادي الحياء,Asir,,,3120
MOI-ASIR-522,مركز حرس الحدود بالربوعه,Asir,,,3120
MOI-ASIR-523,مدير عام المالية والادارية بامارة عسير,Asir,,,3120
MOI-ASIR-524,مركز الجوف,Asir,,,3120
MOI-ASIR-525,مركز حرس الحدود بالحيفه,Asir,,,3120
MOI-ASIR-526,رئيس مركز الحدود بعاكفة,Asir,,,3120
MOI-ASIR-527,سعادة مدير ادارة الدفاع المدني,Asir,,,3120
MOI-ASIR-528,مركز الحمرة,Asir,,,3120
MOI-ASIR-529,الأحوال المدنية - ظهران الجنوب,Asir,,,3120
MOI-ASIR-530,الأحوال المدنية - ظهران الجنوب,Asir,,,3120
MOI-ASIR-531,الأحوال المدنية - ظهران الجنوب,Asir,,,3120
MOI-ASIR-532,الأحوال المدنية - ظهران الجنوب,Asir,,,3120
MOI-ASIR-533,مكافحة المخدرات بظهران الجنوب,Asir,,,3120
MOI-ASIR-534,مكافحة المخدرات بظهران الجنوب,Asir,,,3120
MOI-ASIR-535,وحدة مكافحة المخدرات بظهران,Asir,,,3120
MOI-ASIR-536,وحدة مكافحة المخدرات بظهران,Asir,,,3120
MOI-ASIR-537,النيابة العامة,Asir,,,3120
MOI-ASIR-538,النيابة العامة,Asir,,,3120
MOI-ASIR-539,النيابة العامة,Asir,,,3120
MOI-ASIR-540,النيابة العامة,Asir,,,3120
MOI-ASIR-541,مركز الغايل,Asir,,,3120
MOI-ASIR-542,مرور ظهران الجنوب,Asir,,,3120
MOI-ASIR-543,مرور ظهران الجنوب,Asir,,,3120
MOI-ASIR-544,مركز شرطه امن الغايل,Asir,,,3120
MOI-ASIR-545,شعبة جوازات ظهران الجنوب,Asir,,,3120
MOI-ASIR-546,جوازات ظهران الجنوب,Asir,,,3120
MOI-ASIR-547,مرور محافظة ظهران الجنوب,Asir,,,3120
MOI-ASIR-548,مرور محافظة ظهران الجنوب,Asir,,,3120
MOI-ASIR-549,ادارة مرور ظهران الجنوب,Asir,,,3120
MOI-ASIR-550,مرور محافظة ظهران الجنوب,Asir,,,3120
MOI-ASIR-551,ادارة مرور ظهران الجنوب,Asir,,,3120
MOI-ASIR-552,مرور محافظة ظهران الجنوب,Asir,,,3120
MOI-ASIR-553,مرور محافظة ظهران الجنوب,Asir,,,3120
MOI-ASIR-554,مرور محافظة ظهران الجنوب,Asir,,,3120
MOI-ASIR-555,الفرقه الثانيه للمجاهدين,Asir,,,3120
MOI-ASIR-556,الفرقه الثانيه للمجاهدين,Asir,,,3120
MOI-ASIR-557,الفرقه الثانيه للمجاهدين,Asir,,,3120
MOI-ASIR-558,الفرقه الثانيه للمجاهدين,Asir,,,3120
MOI-ASIR-559,مرور ظهران الجنوب,Asir,,,3120
MOI-ASIR-560,مرور ظهران الجنوب,Asir,,,3120
MOI-ASIR-561,ضيافه مركز علب,Asir,,,3120
MOI-ASIR-562,محافظة ظهران الجنوب,Asir,,,3120
MOI-ASIR-563,شرطة محافظة ظهران الجنوب,Asir,,,3120
MOI-ASIR-564,ادارة سجون ظهران الجنوب,Asir,,,3120
MOI-ASIR-565,الدفاع المدني,Asir,,,3120
MOI-ASIR-566,شرطة العرقين,Asir,,,3120
MOI-ASIR-567,مخفر شرطة العرقين,Asir,,,3120
MOI-ASIR-568,مبنى شرطة ظهران الجديد,Asir,,,3120
MOI-ASIR-569,وزارة الداخلية,Asir,,,3120
MOI-ASIR-570,وزارة الداخلية,Asir,,,3120
MOI-ASIR-571,وزارة الداخلية,Asir,,,3120
MOI-ASIR-572,وزارة الداخلية,Asir,,,3120
MOI-ASIR-573,وزارة الداخلية,Asir,,,3120
MOI-ASIR-574,وزارة الداخلية,Asir,,,3120
MOI-ASIR-575,وزارة الداخلية,Asir,,,3120
MOI-ASIR-576,وزارة الداخلية,Asir,,,3120
MOI-ASIR-577,مركز حرس الحدود الجربه,Asir,,,3120
MOI-ASIR-578,قائد حرس الحدود بمنطقة عسير,Asir,,,3120
MOI-ASIR-579,برج اتصالات الشرطه بشثاث,Asir,,,3120
MOI-ASIR-580,حرس الحدود بقمه جبل شثاث,Asir,,,3120
MOI-ASIR-581,مركز الدفاع المدني,Asir,,,3120
MOI-ASIR-582,مركز شرطه القراره,Asir,,,3120
MOI-ASIR-583,قائد حرس الحدود بمنطقة عسير,Asir,,,3120
MOI-ASIR-584,وزارة الداخلية,Asir,,,3120
MOI-ASIR-585,قيادة الافواج,Asir,,,3120
MOI-ASIR-586,مركز حرس الحدود عين ظبيه,Asir,,,3120
MOI-ASIR-587,وزارة الداخلية,Asir,,,3120
MOI-ASIR-588,قيادة الافواج,Asir,,,3120
MOI-ASIR-589,قائد حرس الحدود بمنطقة عسير,Asir,,,3120
MOI-ASIR-590,قيادة قطاع حرس الحدود,Asir,,,3120
MOI-ASIR-591,قائد حرس الحدود بمنطقة عسير,Asir,,,3120
MOI-ASIR-592,مركز حرس الحدود رقابه زبنه,Asir,,,3120
MOI-ASIR-593,قائد حرس الحدود بمنطقة عسير,Asir,,,3120
MOI-ASIR-594,مركز حرس الحدود قشبه,Asir,,,3120
MOI-ASIR-595,قائد حرس الحدود بمنطقة عسير,Asir,,,3120
MOI-ASIR-596,مركز عاكفه الجديد,Asir,,,3120
MOI-ASIR-597,قائد حرس الحدود بمنطقة عسير,Asir,,,3120
MOI-ASIR-598,قائد حرس الحدود بمنطقة عسير,Asir,,,3120
MOI-ASIR-599,مركز حرس الحدود بالحضار,Asir,,,3120
MOI-ASIR-600,قائد حرس الحدود بمنطقة عسير,Asir,,,3120
MOI-ASIR-601,قائد حرس الحدود بمنطقة عسير,Asir,,,3120
MOI-ASIR-602,قائد حرس الحدود بمنطقة عسير,Asir,,,3120
MOI-ASIR-603,مركز عاكفه القديم محطة البنزين,Asir,,,3120
MOI-ASIR-604,قائد حرس الحدود بمنطقة عسير,Asir,,,3120
MOI-ASIR-605,قائد حرس الحدود بمنطقة عسير,Asir,,,3120
MOI-ASIR-606,قائد حرس الحدود بمنطقة عسير,Asir,,,3120
MOI-ASIR-607,قائد حرس الحدود بمنطقة عسير,Asir,,,3120
MOI-ASIR-608,قائد حرس الحدود بمنطقة عسير,Asir,,,3120
MOI-ASIR-609,سعادة مدير ادارة الدفاع المدني,Asir,,,3120
MOI-ASIR-610,رئيس مركز لادمه,Asir,,,3120
MOI-ASIR-611,مركز حرس الحدود الرهوه,Asir,,,3120
MOI-ASIR-612,مركز الفرشة,Asir,,,3120
MOI-ASIR-613,مركز الفرشة,Asir,,,3120
MOI-ASIR-614,مركز الفرشة,Asir,,,3120
MOI-ASIR-615,الدفاع المدني بالفرشة,Asir,,,3120
MOI-ASIR-616,مركز العرقين,Asir,,,3120
MOI-ASIR-617,دوريات امن الطرق بظهران الجنوب,Asir,,,3120
MOI-ASIR-618,قائد حرس الحدود بمنطقة عسير,Asir,,,3120
MOI-ASIR-619,مركز ايواء الدفاع المدني,Asir,,,3120
MOI-ASIR-620,مركز ايواء الدفاع المدني,Asir,,,3120
MOI-ASIR-621,قائد القوة الخاصة لامن الطرق,Asir,,,3120
MOI-ASIR-622,مركز سريان,Asir,,,3120
MOI-ASIR-623,قائد حرس الحدود بمنطقة عسير,Asir,,,3120
MOI-ASIR-624,مركز العرقين,Asir,,,3120
MOI-ASIR-625,قائد حرس الحدود بمنطقة عسير,Asir,,,3120
MOI-ASIR-626,مركز شرطه الفيض,Asir,,,3120
MOI-ASIR-627,مركز العرقين,Asir,,,3120
MOI-ASIR-628,الأحوال المدنية - سراة عبيدة,Asir,,,3120
MOI-ASIR-629,الأحوال المدنية - سراة عبيدة,Asir,,,3120
MOI-ASIR-630,الأحوال المدنية - سراة عبيدة,Asir,,,3120
MOI-ASIR-631,الأحوال المدنية - سراة عبيدة,Asir,,,3120
MOI-ASIR-632,الأحوال المدنية - سراة عبيدة,Asir,,,3120
MOI-ASIR-633,الأحوال المدنية - سراة عبيدة,Asir,,,3120
MOI-ASIR-634,شرطه الفرشة,Asir,,,3120
MOI-ASIR-635,شرطه الفرشة,Asir,,,3120
MOI-ASIR-636,شرطه الفرشة,Asir,,,3120
MOI-ASIR-637,أمارة صدر وائلة,Asir,,,3120
MOI-ASIR-638,قائد القوة الخاصة لامن الطرق,Asir,,,3120
MOI-ASIR-639,مدير فرع الادارة العامة,Asir,,,3120
MOI-ASIR-640,مركز امارة ريم,Asir,,,3120
MOI-ASIR-641,مركز الجوه,Asir,,,3120
MOI-ASIR-642,مركز سبت بني بشر,Asir,,,3120
MOI-ASIR-643,مركز الحرجه,Asir,,,3120
MOI-ASIR-644,النيابة العامة,Asir,,,3120
MOI-ASIR-645,النيابة العامة,Asir,,,3120
MOI-ASIR-646,النيابة العامة,Asir,,,3120
MOI-ASIR-647,النيابة العامة,Asir,,,3120
MOI-ASIR-648,النيابة العامة,Asir,,,3120
MOI-ASIR-649,النيابة العامة,Asir,,,3120
MOI-ASIR-650,النيابة العامة,Asir,,,3120
MOI-ASIR-651,النيابة العامة,Asir,,,3120
MOI-ASIR-652,النيابة العامة,Asir,,,3120
MOI-ASIR-653,النيابة العامة,Asir,,,3120
MOI-ASIR-654,النيابة العامة,Asir,,,3120
MOI-ASIR-655,النيابة العامة,Asir,,,3120
MOI-ASIR-656,مكافحه المخدرات سراة عبيده,Asir,,,3120
MOI-ASIR-657,مكافحه المخدرات سراة عبيده,Asir,,,3120
MOI-ASIR-658,مكافحه المخدرات سراة عبيده,Asir,,,3120
MOI-ASIR-659,مكافحه المخدرات سراة عبيده,Asir,,,3120
MOI-ASIR-660,النيابة العامة بالحرجة,Asir,,,3120
MOI-ASIR-661,النيابة العامة بالحرجة,Asir,,,3120
MOI-ASIR-662,النيابة العامة بالحرجة,Asir,,,3120
MOI-ASIR-663,النيابة العامة بالحرجة,Asir,,,3120
MOI-ASIR-664,النيابة العامة بالحرجة,Asir,,,3120
MOI-ASIR-665,النيابة العامة بالحرجة,Asir,,,3120
MOI-ASIR-666,النيابة العامة بالحرجة,Asir,,,3120
MOI-ASIR-667,النيابة العامة بالحرجة,Asir,,,3120
MOI-ASIR-668,نقطه تفتيش مركز الجوه,Asir,,,3120
MOI-ASIR-669,مركز عقبة الجوة,Asir,,,3120
MOI-ASIR-670,شرطة سراة عبيدة,Asir,,,3120
MOI-ASIR-671,شرطة سراة عبيدة,Asir,,,3120
MOI-ASIR-672,شرطة سراة عبيدة,Asir,,,3120
MOI-ASIR-673,مركز العسران,Asir,,,3120
MOI-ASIR-674,جوازات سراة عبيدة,Asir,,,3120
MOI-ASIR-675,شرطة الحرجة,Asir,,,3120
MOI-ASIR-676,الدفاع المدني بسراة عبيدة,Asir,,,3120
MOI-ASIR-677,مركز خشم عنقار,Asir,,,3120
MOI-ASIR-678,شرطة الحرجه,Asir,,,3120
MOI-ASIR-679,مركز شرطة الهضبة بالوهابة,Asir,,,3120
MOI-ASIR-680,مركز الاتصالات بالامن العام,Asir,,,3120
MOI-ASIR-681,سعاده مدير الفرع المالي,Asir,,,3120
MOI-ASIR-682,سعادة مدير مكتب اتصال وزارة الداخلية,Asir,,,3120
MOI-ASIR-683,سعادة مدير مكتب اتصال وزارة الداخلية,Asir,,,3120
MOI-ASIR-684,مركز سلاح الحدود جوه الحيان,Asir,,,3120
MOI-ASIR-685,سعادة مدير الفرع المالي بشرطه عسير,Asir,,,3120
MOI-ASIR-686,برج حرس الحدود بالجوة,Asir,,,3120
MOI-ASIR-687,وزارة الداخلية,Asir,,,3120
MOI-ASIR-688,وزارة الداخلية,Asir,,,3120
MOI-ASIR-689,سعاده مدير الفرع المالي,Asir,,,3120
MOI-ASIR-690,شرطة الحرجة,Asir,,,3120
MOI-ASIR-691,مركز تمنية,Asir,,,3120
MOI-ASIR-692,الأحوال المدنية - سراة عبيدة,Asir,,,3120
MOI-ASIR-693,الأحوال المدنية - سراة عبيدة,Asir,,,3120
MOI-ASIR-694,مركز الفيض,Asir,,,3120
MOI-ASIR-695,مركز الفيض,Asir,,,3120
MOI-ASIR-696,شرطه الجوه,Asir,,,3120
MOI-ASIR-697,مركز الشعف,Asir,,,3120
MOI-ASIR-698,شرطة الشعف,Asir,,,3120
MOI-ASIR-699,مركز شعف لجوان,Asir,,,3120
MOI-ASIR-700,شرطة الشعف,Asir,,,3120
MOI-ASIR-701,شرطة الشعف,Asir,,,3120
MOI-ASIR-702,شرطة الشعف,Asir,,,3120
MOI-ASIR-703,شرطة الشعف,Asir,,,3120
MOI-ASIR-704,شرطة الشعف,Asir,,,3120
MOI-ASIR-705,شرطة الشعف,Asir,,,3120
MOI-ASIR-706,شرطة الشعف,Asir,,,3120
MOI-ASIR-707,مركز شرطه الجائف,Asir,,,3120
MOI-ASIR-708,مركز الاماره بعين اللوي,Asir,,,3120
MOI-ASIR-709,مدير فرع الادارة العامة,Asir,,,3120
